comm_id,name,cntr_code,osm_id_commune,osm_name,osm_role_point,lon,lat,NUTS23_id,osm_id_NUTS23
FR3162292119,Béthune,FR,1016146,Béthune,admin_centre,2.647810,50.519900,FR302,7394
FR3162212035,Annezin,FR,1016200,Annezin,admin_centre,2.619300,50.541500,FR302,7394
BE241011,Denderleeuw,BE,1021359,Denderleeuw,admin_centre,4.071241,50.887206,BE23,53135
BE241024,Haaltert,BE,1021369,Haaltert,admin_centre,4.005772,50.902253,BE23,53135
FR3162270520,Locon,FR,1021584,Locon,admin_centre,2.666170,50.570500,FR302,7394
FR3159429497,Renescure,FR,102272,Renescure,admin_centre,2.369521,50.727611,FR301,7400
FR3159429366,Lynde,FR,102874,Lynde,admin_centre,2.422276,50.712934,FR301,7400
FR3159429184,Ebblinghem,FR,102880,Ebblinghem,admin_centre,2.418938,50.735408,FR301,7400
FR3159429577,Staple,FR,102892,Staple,admin_centre,2.457684,50.749215,FR301,7400
FR3159416054,Bavinchove,FR,102899,Bavinchove,admin_centre,2.455894,50.786146,FR301,7400
FR3159416454,Oxelaëre,FR,102905,Oxelaëre,admin_centre,2.476606,50.787558,FR301,7400
FR2202230676,Saint-Erme-Outre-et-Ramecourt,FR,1029505,Saint-Erme-Outre-et-Ramecourt,admin_centre,3.839850,49.515100,FR221,7411
FR3159460546,Saint-Sylvestre-Cappel,FR,103076,Saint-Sylvestre-Cappel,admin_centre,2.557074,50.777834,FR301,7400
FR3159416536,Sainte-Marie-Cappel,FR,103083,Sainte-Marie-Cappel,admin_centre,2.514544,50.779435,FR301,7400
FR3159460189,Eecke,FR,103091,Eecke,admin_centre,2.597334,50.781907,FR301,7400
FR3159416135,Cassel,FR,103113,"{'ref:INSEE': '59135', 'name:fr': 'Cassel', 'population': '2200', 'name:nl': 'Kassel', 'ref:FR:SIREN': '215901356', 'addr:postcode': '59670', 'place': 'village'}",admin_centre,2.486388,50.800161,FR301,7400
FR3159460587,Terdeghem,FR,103125,"{'ref:INSEE': '59587', 'name:fr': 'Terdeghem', 'population': '554', 'place': 'village', 'source:population': 'INSEE 2013', 'addr:postcode': '59114', 'ref:FR:SIREN': '215905878'}",admin_centre,2.539150,50.799005,FR301,7400
FR4157423156,Courcelles-sur-Nied,FR,1043582,Courcelles-sur-Nied,admin_centre,6.308325,49.066529,FR413,51854
FR4157423627,Sanry-sur-Nied,FR,1043606,Sanry-sur-Nied,admin_centre,6.344672,49.053253,FR413,51854
FR4154218373,Moncel-lès-Lunéville,FR,104428,Moncel-lès-Lunéville,admin_centre,6.529600,48.574500,FR411,51856
FR4154204097,Bréménil,FR,104740,Bréménil,admin_centre,6.919443,48.524078,FR411,51856
FR4155306297,Lissey,FR,1050339,Lissey,admin_centre,5.346285,49.372617,FR412,7382
FR4157433447,Marly,FR,106192,Marly,admin_centre,6.154572,49.060024,FR413,51854
FR4157420480,Montigny-lès-Metz,FR,106211,Montigny-lès-Metz,admin_centre,6.153041,49.099983,FR413,51854
FR4157433162,Cuvry,FR,106420,Cuvry,admin_centre,6.160051,49.043809,FR413,51854
FR4157433552,Pouilly,FR,106425,Pouilly,admin_centre,6.186651,49.051143,FR413,51854
FR4157423385,Laquenexy,FR,106437,Laquenexy,admin_centre,6.314131,49.078465,FR413,51854
FR4157423031,Ars-Laquenexy,FR,106442,Ars-Laquenexy,admin_centre,6.272642,49.094592,FR413,51854
FR4157423145,Coincy,FR,106448,{'traffic_calming': 'table'},admin_centre,6.283095,49.109509,FR413,51854
FR4157435510,Noisseville,FR,106467,Noisseville,admin_centre,6.274438,49.135202,FR413,51854
FR4157435512,Nouilly,FR,106469,Nouilly,admin_centre,6.258074,49.136332,FR413,51854
FR4157420467,Mey,FR,106479,Mey,admin_centre,6.236554,49.137198,FR413,51854
FR4157420693,Vantoux,FR,106484,Vantoux,admin_centre,6.231324,49.130537,FR413,51854
FR4157420142,Chieulles,FR,106499,Chieulles,admin_centre,6.228199,49.159610,FR413,51854
FR4157435129,Charly-Oradour,FR,106507,Charly-Oradour,admin_centre,6.239984,49.174947,FR413,51854
FR4157435438,Malroy,FR,106511,Malroy,admin_centre,6.213000,49.176885,FR413,51854
FR4157420616,Saint-Julien-lès-Metz,FR,106521,Saint-Julien-lès-Metz,admin_centre,6.203315,49.134754,FR413,51854
FR4157437452,La Maxe,FR,106527,La Maxe,admin_centre,6.189676,49.169395,FR413,51854
BE244052,Oosterzele,BE,1066186,Oosterzele,centroid,3.797152,50.938795,BE23,53135
FR4157109007,Adaincourt,FR,106752,Adaincourt,admin_centre,6.437114,49.006394,FR413,51854
FR4157721001,Aboncourt,FR,106753,Aboncourt,admin_centre,6.346155,49.260096,FR413,51854
FR4157109008,Adelange,FR,106759,Adelange,admin_centre,6.614625,49.005816,FR413,51854
FR4157448017,Amanvillers,FR,106783,Amanvillers,admin_centre,6.043621,49.167449,FR413,51854
FR4157423020,Ancerville,FR,106787,Ancerville,admin_centre,6.387694,49.031035,FR413,51854
FR4157435024,Antilly,FR,106794,Antilly,admin_centre,6.251599,49.195816,FR413,51854
FR4154204075,Bionville,FR,106796,Bionville,admin_centre,7.011345,48.484802,FR411,51856
FR4157435028,Argancy,FR,106798,Argancy,admin_centre,6.201819,49.196041,FR413,51854
FR4157109027,Arraincourt,FR,106802,Arraincourt,admin_centre,6.532000,48.972499,FR413,51854
FR4157109029,Arriance,FR,106803,Arriance,admin_centre,6.497070,49.019929,FR413,51854
FR4157413032,Ars-sur-Moselle,FR,106809,Ars-sur-Moselle,admin_centre,6.075163,49.078398,FR413,51854
FR4157420039,Augny,FR,106814,Augny,admin_centre,6.121921,49.059368,FR413,51854
BE223105,Affligem,BE,1069815,Affligem,centroid,4.115711,50.904237,BE24,58004
BE223086,Ternat,BE,1069836,Ternat,admin_centre,4.175697,50.871339,BE24,58004
BE223097,Roosdaal,BE,1069845,Roosdaal,centroid,4.097298,50.837544,BE24,58004
BE223024,Gooik,BE,1069849,Gooik,admin_centre,4.115680,50.795697,BE24,58004
BE223023,Galmaarden / Gammerages,BE,1069858,Galmaarden,admin_centre,3.971001,50.752459,BE24,58004
FR4157207040,Aulnois-sur-Seille,FR,106995,Aulnois-sur-Seille,admin_centre,6.314729,48.867650,FR413,51854
FR4157435043,Ay-sur-Moselle,FR,107007,Ay-sur-Moselle,admin_centre,6.208948,49.243499,FR413,51854
FR4157109047,Bambiderstroff,FR,107013,Bambiderstroff,admin_centre,6.593107,49.103471,FR413,51854
FR4157208053,Bassing,FR,107023,Bassing,admin_centre,6.801404,48.868408,FR413,51854
FR4157423057,Béchy,FR,107028,Béchy,admin_centre,6.379770,48.986445,FR413,51854
FR4157347058,Behren-lès-Forbach,FR,107037,Behren-lès-Forbach,admin_centre,6.935203,49.171593,FR413,51854
FR4157705062,Berg-sur-Moselle,FR,107040,Berg-sur-Moselle,admin_centre,6.311193,49.430770,FR413,51854
FR4157626074,Bettviller,FR,107060,Bettviller,admin_centre,7.288444,49.078789,FR413,51854
FR4157103087,Bisten-en-Lorraine,FR,107069,Bisten-en-Lorraine,admin_centre,6.598789,49.162669,FR413,51854
FR4157602089,Bitche,FR,107085,Bitche,admin_centre,7.425458,49.050873,FR413,51854
FR4157650091,Bliesbruck,FR,107091,Bliesbruck,admin_centre,7.178302,49.114511,FR413,51854
BE235005,Gistel,BE,1083198,Gistel,admin_centre,2.961485,51.154075,BE25,416271
BE325044,Ittre / Itter,BE,1104553,Ittre,admin_centre,4.260355,50.648948,BE31,78748
FR3162750528,Loos-en-Gohelle,FR,1113031,Loos-en-Gohelle,admin_centre,2.792408,50.457700,FR302,7394
LU07101,Vallée de l'Ernz,LU,1113599,Medernach,admin_centre,6.214788,49.809001,LU00,2171347
LU07061,Erpeldange-sur-Sûre,LU,1113657,Erpeldange-sur-Sûre,admin_centre,6.114372,49.862875,LU00,2171347
LU07041,Diekirch,LU,1113658,Diekirch,admin_centre,6.160055,49.869090,LU00,2171347
LU07111,Mertzig,LU,1113659,Mertzig,admin_centre,6.004108,49.830917,LU00,2171347
LU07081,Feulen,LU,1113660,Niederfeulen,admin_centre,6.045753,49.855468,LU00,2171347
LU07031,Bourscheid,LU,1113661,Bourscheid,admin_centre,6.064525,49.909927,LU00,2171347
LU07071,Ettelbruck,LU,1113662,Ettelbruck,admin_centre,6.098466,49.847002,LU00,2171347
LU07021,Bettendorf,LU,1113664,Bettendorf,admin_centre,6.217168,49.875667,LU00,2171347
LU07131,Schieren,LU,1113665,Schieren,admin_centre,6.096622,49.830040,LU00,2171347
BE223003,Beersel,BE,111613,Beersel,admin_centre,4.307953,50.766076,BE24,58004
FR3162145001,Ablain-Saint-Nazaire,FR,1116471,Ablain-Saint-Nazaire,admin_centre,2.712011,50.392264,FR302,7394
FR3162120002,Ablainzevelle,FR,1116472,Ablainzevelle,admin_centre,2.730628,50.151441,FR302,7394
FR3162145003,Acheville,FR,1116474,Acheville,admin_centre,2.883773,50.382772,FR302,7394
FR3162523327,Febvin-Palfart,FR,111705,Febvin-Palfart,admin_centre,2.315309,50.538337,FR302,7394
FR3162523095,Beaumetz-lès-Aire,FR,111716,Beaumetz-lès-Aire,admin_centre,2.224930,50.542628,FR302,7394
FR3162424533,Lugy,FR,111721,Lugy,admin_centre,2.172230,50.524079,FR302,7394
FR4157524291,Hangviller,FR,1117583,Hangviller,admin_centre,7.229121,48.810314,FR413,51854
FR3162104004,Achicourt,FR,1118870,Achicourt,admin_centre,2.757884,50.273140,FR302,7394
FR3162109005,Achiet-le-Grand,FR,1119076,Achiet-le-Grand,admin_centre,2.784361,50.132011,FR302,7394
FR3162109006,Achiet-le-Petit,FR,1119077,Achiet-le-Petit,admin_centre,2.751131,50.122849,FR302,7394
BE223025,Grimbergen,BE,112011,Grimbergen,admin_centre,4.364373,50.935737,BE24,58004
FR3162171007,Acq,FR,1120590,Acq,admin_centre,2.655962,50.348457,FR302,7394
FR3162105012,Agnières,FR,1120591,Agnières,admin_centre,2.604451,50.354022,FR302,7394
FR3162104013,Agny,FR,1120592,Agny,admin_centre,2.757658,50.259447,FR302,7394
FR3162777019,Aix-Noulette,FR,1120602,Aix-Noulette,admin_centre,2.714410,50.421700,FR302,7394
FR3162418018,Aix-en-Issart,FR,1120667,Aix-en-Issart,admin_centre,1.858967,50.475171,FR302,7394
FR3162253023,Allouagne,FR,1120701,Allouagne,admin_centre,2.507060,50.532500,FR302,7394
FR3162534024,Alquines,FR,1120703,Alquines,admin_centre,1.992636,50.740526,FR302,7394
FR3162424026,Ambricourt,FR,1120709,Ambricourt,admin_centre,2.175626,50.467973,FR302,7394
FR3162105027,Ambrines,FR,1120711,Ambrines,admin_centre,2.468694,50.310247,FR302,7394
FR3162263028,Ames,FR,1120712,Ames,admin_centre,2.408654,50.536715,FR302,7394
FR3162263029,Amettes,FR,1120713,Amettes,admin_centre,2.394840,50.531129,FR302,7394
FR3162625031,Andres,FR,1120714,Andres,admin_centre,1.914154,50.863968,FR302,7394
FR3162749033,Annay,FR,1120883,Annay,admin_centre,2.885500,50.462800,FR302,7394
FR3162217034,Annequin,FR,1120885,Annequin,admin_centre,2.726743,50.509386,FR302,7394
FR3162171037,Anzin-Saint-Aubin,FR,1120891,Anzin-Saint-Aubin,admin_centre,2.746671,50.313338,FR302,7394
FR3162145039,Arleux-en-Gohelle,FR,1120893,Arleux-en-Gohelle,admin_centre,2.871015,50.362140,FR302,7394
FR3162196041,Arras,FR,1121015,Arras,admin_centre,2.777136,50.291210,FR302,7394
FR3162103042,Athies,FR,1121016,Athies,admin_centre,2.837527,50.302052,FR302,7394
FR3162105045,Aubigny-en-Artois,FR,1121023,Aubigny-en-Artois,admin_centre,2.588832,50.351330,FR302,7394
FR3162426046,Aubin-Saint-Vaast,FR,1121026,Aubin-Saint-Vaast,admin_centre,1.974479,50.397660,FR302,7394
FR3162107047,Aubrometz,FR,1121029,Aubrometz,admin_centre,2.177230,50.304195,FR302,7394
FR3162263048,Auchel,FR,1121033,Auchel,admin_centre,2.467530,50.510900,FR302,7394
FR3162238049,Auchy-au-Bois,FR,1121069,Auchy-au-Bois,admin_centre,2.371047,50.555179,FR302,7394
FR3162217051,Auchy-les-Mines,FR,1121071,Auchy-les-Mines,admin_centre,2.785371,50.512077,FR302,7394
FR3162523254,Coyecques,FR,1121075,Coyecques,admin_centre,2.183082,50.603247,FR302,7394
FR3162108063,Avesnes-le-Comte,FR,1122551,Avesnes-le-Comte,admin_centre,2.527700,50.276202,FR302,7394
FR3162109064,Avesnes-lès-Bapaume,FR,1122554,Avesnes-lès-Bapaume,admin_centre,2.839322,50.105559,FR302,7394
FR3162429062,Avesnes,FR,1122557,Avesnes,admin_centre,1.969351,50.550698,FR302,7394
FR3162752065,Avion,FR,1122559,Avion,admin_centre,2.824540,50.404900,FR302,7394
FR3162424066,Avondance,FR,1122560,Avondance,admin_centre,2.098952,50.476049,FR302,7394
FR3162523067,Avroult,FR,1122561,Avroult,admin_centre,2.146319,50.633519,FR302,7394
FR3162120068,Ayette,FR,1122565,Ayette,admin_centre,2.734231,50.174709,FR302,7394
FR3162760032,Angres,FR,1122566,Angres,admin_centre,2.756108,50.409156,FR302,7394
FR3162418100,Beaurainville,FR,1122577,Beaurainville,admin_centre,1.903020,50.419656,FR302,7394
FR4157602046,Baerenthal,FR,1126191,Baerenthal,admin_centre,7.518336,48.975484,FR413,51854
FR4157602541,Philippsbourg,FR,1127158,Philippsbourg,admin_centre,7.567592,48.983255,FR413,51854
FR4157602489,Mouterhouse,FR,1127242,Mouterhouse,admin_centre,7.452010,48.982282,FR413,51854
FR4154130270,Hussigny-Godbrange,FR,113009,Hussigny-Godbrange,admin_centre,5.868033,49.493669,FR411,51856
FR4154132572,Ville-Houdlémont,FR,113010,Ville-Houdlémont,admin_centre,5.647138,49.544367,FR411,51856
FR4154342006,Agincourt,FR,113011,Agincourt,admin_centre,6.237980,48.733904,FR411,51856
FR4154203038,Azerailles,FR,113012,Azerailles,admin_centre,6.695269,48.488671,FR411,51856
FR4154340250,Haraucourt,FR,113013,Haraucourt,admin_centre,6.364259,48.661786,FR411,51856
FR4154131391,Moutiers,FR,113014,Moutiers,admin_centre,5.966926,49.233216,FR411,51856
FR4154102491,Sancy,FR,113015,Sancy,admin_centre,5.924772,49.346953,FR411,51856
FR4154323059,Belleau,FR,113016,Belleau,admin_centre,6.181700,48.829957,FR411,51856
FR4154206030,Autrepierre,FR,113017,Autrepierre,admin_centre,6.799984,48.611712,FR411,51856
FR4154324433,Port-sur-Seille,FR,113018,Port-sur-Seille,admin_centre,6.163492,48.903331,FR411,51856
FR4154341332,Maidières,FR,113019,Maidières,admin_centre,6.040874,48.900906,FR411,51856
FR4154329596,Xeuilley,FR,113020,Xeuilley,admin_centre,6.100026,48.566108,FR411,51856
FR4154115514,Tellancourt,FR,113021,Tellancourt,admin_centre,5.634379,49.506952,FR411,51856
FR4154340110,Cerville,FR,113022,Cerville,admin_centre,6.311810,48.697053,FR411,51856
FR4154131283,Jouaville,FR,113023,Jouaville,admin_centre,5.956000,49.161800,FR411,51856
FR4154203065,Bertrichamps,FR,113024,Bertrichamps,admin_centre,6.794949,48.429911,FR411,51856
FR4154340219,Gellenoncourt,FR,113025,Gellenoncourt,admin_centre,6.386600,48.678200,FR411,51856
FR4154343358,Mazerulles,FR,113026,Mazerulles,admin_centre,6.382400,48.759800,FR411,51856
FR4154324027,Atton,FR,113027,Atton,admin_centre,6.092423,48.891188,FR411,51856
FR4154218349,Manonviller,FR,113028,Manonviller,admin_centre,6.651429,48.583269,FR411,51856
FR4154343558,Velaine-sous-Amance,FR,113029,Velaine-sous-Amance,admin_centre,6.321496,48.712916,FR411,51856
FR4154325459,Richardménil,FR,113030,Richardménil,admin_centre,6.169533,48.594383,FR411,51856
FR4154204427,Pierre-Percée,FR,113031,Pierre-Percée,admin_centre,6.932550,48.468452,FR411,51856
FR4154107018,Anoux,FR,113032,Anoux,admin_centre,5.868485,49.276048,FR411,51856
FR4154203154,Deneuvre,FR,113033,Deneuvre,admin_centre,6.736262,48.445611,FR411,51856
FR4154203287,Lachapelle,FR,113034,Lachapelle,admin_centre,6.789799,48.419149,FR411,51856
FR4154132138,Cosnes-et-Romain,FR,113035,Cosnes-et-Romain,admin_centre,5.710313,49.525000,FR411,51856
FR4154102436,Preutin-Higny,FR,113036,Preutin-Higny,admin_centre,5.793167,49.345691,FR411,51856
FR4154137575,Villers-la-Montagne,FR,113037,Villers-la-Montagne,admin_centre,5.825229,49.472029,FR411,51856
FR4154324431,Pont-à-Mousson,FR,113038,Pont-à-Mousson,admin_centre,6.054678,48.903295,FR411,51856
FR4154203519,Thiaville-sur-Meurthe,FR,113039,Thiaville-sur-Meurthe,admin_centre,6.809300,48.413200,FR411,51856
FR4154324387,Morville-sur-Seille,FR,113040,Morville-sur-Seille,admin_centre,6.155729,48.915613,FR411,51856
FR4154324091,Bouxières-sous-Froidmont,FR,113041,Bouxières-sous-Froidmont,admin_centre,6.091885,48.955851,FR411,51856
FR4154131542,Valleroy,FR,113042,Valleroy,admin_centre,5.931514,49.208354,FR411,51856
FR4154341415,Pagny-sur-Moselle,FR,113043,Pagny-sur-Moselle,admin_centre,6.019931,48.981261,FR411,51856
FR4154107099,Briey,FR,113044,Briey,admin_centre,5.937052,49.248098,FR411,51856
FR4154130493,Saulnes,FR,113045,Saulnes,admin_centre,5.823158,49.532601,FR411,51856
FR4154341279,Jezainville,FR,113046,Jezainville,admin_centre,6.040600,48.872469,FR411,51856
FR4154333366,Messein,FR,113047,Messein,admin_centre,6.141559,48.611399,FR411,51856
FR4154217509,Sommerviller,FR,113048,Sommerviller,admin_centre,6.377346,48.630646,FR411,51856
FR4154342012,Amance,FR,113049,Amance,admin_centre,6.279141,48.754244,FR411,51856
FR4154341079,Blénod-lès-Pont-à-Mousson,FR,113050,Blénod-lès-Pont-à-Mousson,admin_centre,6.064480,48.875500,FR411,51856
FR4154324320,Loisy,FR,113051,Loisy,admin_centre,6.095744,48.866934,FR411,51856
FR4154410143,Crépey,FR,113052,Crépey,admin_centre,5.969615,48.526506,FR411,51856
FR4154102069,Beuvillers,FR,113053,Beuvillers,admin_centre,5.916182,49.384411,FR411,51856
FR4154218472,Saint-Clément,FR,113054,Saint-Clément,admin_centre,6.603752,48.532122,FR411,51856
FR4154132127,Chenières,FR,113055,Chenières,admin_centre,5.766249,49.472259,FR411,51856
FR4154343113,Champenoux,FR,113056,Champenoux,admin_centre,6.348104,48.742021,FR411,51856
FR4154130261,Herserange,FR,113057,Herserange,admin_centre,5.795330,49.519100,FR411,51856
FR4154324114,Champey-sur-Moselle,FR,113058,Champey-sur-Moselle,admin_centre,6.058202,48.958097,FR411,51856
FR4154115602,Han-devant-Pierrepont,FR,113059,Han-devant-Pierrepont,admin_centre,5.707001,49.396503,FR411,51856
FR4154218125,Chenevières,FR,113060,Chenevières,admin_centre,6.629311,48.519047,FR411,51856
FR4154342289,Laître-sous-Amance,FR,113061,Laître-sous-Amance,admin_centre,6.276627,48.746948,FR411,51856
FR4154130321,Longlaville,FR,113062,Longlaville,admin_centre,5.802304,49.533996,FR411,51856
FR4154115172,Doncourt-lès-Longuyon,FR,113063,Doncourt-lès-Longuyon,admin_centre,5.712938,49.440081,FR411,51856
FR4154343374,Moncel-sur-Seille,FR,113064,Moncel-sur-Seille,admin_centre,6.422030,48.765198,FR411,51856
FR4154329515,Thélod,FR,113065,Thélod,admin_centre,6.047092,48.545974,FR411,51856
FR4154333111,Chaligny,FR,113066,Chaligny,admin_centre,6.080393,48.625652,FR411,51856
FR4154132151,Cutry,FR,113067,Cutry,admin_centre,5.742664,49.484475,FR411,51856
FR4154314156,Diarville,FR,113068,Diarville,admin_centre,6.132848,48.394494,FR411,51856
FR4154115537,Ugny,FR,113069,Ugny,admin_centre,5.699000,49.471600,FR411,51856
FR4154341403,Norroy-lès-Pont-à-Mousson,FR,113070,Norroy-lès-Pont-à-Mousson,admin_centre,6.026875,48.934467,FR411,51856
FR4154132382,Mont-Saint-Martin,FR,113071,Mont-Saint-Martin,admin_centre,5.780800,49.544600,FR411,51856
FR4154131028,Auboué,FR,113072,Auboué,admin_centre,5.976811,49.214303,FR411,51856
FR4154412318,Liverdun,FR,113073,Liverdun,admin_centre,6.063003,48.749495,FR411,51856
FR4154132451,Réhon,FR,113074,Réhon,admin_centre,5.753517,49.501430,FR411,51856
FR4154218260,Hériménil,FR,113075,Hériménil,admin_centre,6.499157,48.566703,FR411,51856
FR4154131253,Hatrize,FR,113076,Hatrize,admin_centre,5.908749,49.193142,FR411,51856
FR4154115137,Cons-la-Grandville,FR,113077,Cons-la-Grandville,admin_centre,5.701999,49.484982,FR411,51856
FR4154342150,Custines,FR,113078,Custines,admin_centre,6.143399,48.792628,FR411,51856
FR4154499528,Toul,FR,113079,Toul,admin_centre,5.894176,48.676262,FR411,51856
FR4154217139,Courbesseaux,FR,113080,Courbesseaux,admin_centre,6.396717,48.690211,FR411,51856
FR4154410545,Vandeléville,FR,113081,Vandeléville,admin_centre,5.995463,48.427614,FR411,51856
FR4154130254,Haucourt-Moulaine,FR,113082,Haucourt-Moulaine,admin_centre,5.806356,49.489475,FR411,51856
FR4154137385,Morfontaine,FR,113083,Morfontaine,admin_centre,5.810387,49.442874,FR411,51856
FR4154102363,Mercy-le-Haut,FR,113084,Mercy-le-Haut,admin_centre,5.825781,49.367798,FR411,51856
FR4154323338,Malleloy,FR,113085,Malleloy,admin_centre,6.162348,48.793962,FR411,51856
FR4154325462,Rosières-aux-Salines,FR,113086,Rosières-aux-Salines,admin_centre,6.332069,48.593203,FR411,51856
FR4154334490,Saizerais,FR,113087,Saizerais,admin_centre,6.044600,48.791000,FR411,51856
FR4154102504,Serrouville,FR,113088,Serrouville,admin_centre,5.888033,49.398596,FR411,51856
FR4154205216,Froville,FR,113089,Froville,admin_centre,6.354100,48.471100,FR411,51856
FR4154333397,Neuves-Maisons,FR,113090,Neuves-Maisons,admin_centre,6.103564,48.616069,FR411,51856
FR4154334351,Marbache,FR,113091,Marbache,admin_centre,6.103300,48.798000,FR411,51856
FR4154107326,Lubey,FR,113092,Lubey,admin_centre,5.856107,49.244040,FR411,51856
FR4154333364,Méréville,FR,113093,Méréville,admin_centre,6.152600,48.592200,FR411,51856
FR4154218061,Bénaménil,FR,113094,Bénaménil,admin_centre,6.673262,48.568590,FR411,51856
FR4154340180,Erbéviller-sur-Amezule,FR,113095,Erbéviller-sur-Amezule,admin_centre,6.386258,48.729527,FR411,51856
FR4154131263,Homécourt,FR,113096,Homécourt,admin_centre,5.993825,49.223867,FR411,51856
FR4154115428,Pierrepont,FR,113097,Pierrepont,admin_centre,5.712700,49.416100,FR411,51856
FR4154107341,Mance,FR,113098,Mance,admin_centre,5.916474,49.267590,FR411,51856
FR4154343510,Sornéville,FR,113099,Sornéville,admin_centre,6.417900,48.749000,FR411,51856
FR4154342168,Dommartin-sous-Amance,FR,113100,Dommartin-sous-Amance,admin_centre,6.255010,48.740986,FR411,51856
FR4154323376,Montenoy,FR,113101,Montenoy,admin_centre,6.231462,48.794786,FR411,51856
FR4154130367,Mexy,FR,113102,Mexy,admin_centre,5.780476,49.499717,FR411,51856
FR4154132234,Gorcy,FR,113103,Gorcy,admin_centre,5.681918,49.536822,FR411,51856
FR4154217588,Vitrimont,FR,113104,Vitrimont,admin_centre,6.440122,48.601516,FR411,51856
FR4154340456,Réméréville,FR,113105,Réméréville,admin_centre,6.390589,48.703981,FR411,51856
FR4154102181,Errouville,FR,113106,Errouville,admin_centre,5.902962,49.414977,FR411,51856
FR4154111581,Ville-sur-Yron,FR,113107,Ville-sur-Yron,admin_centre,5.864809,49.118263,FR411,51856
FR4154217335,Maixe,FR,113108,Maixe,admin_centre,6.441179,48.644228,FR411,51856
FR4154323315,Leyr,FR,113109,Leyr,admin_centre,6.263822,48.802607,FR411,51856
FR4154107342,Mancieulles,FR,113110,Mancieulles,admin_centre,5.891794,49.285048,FR411,51856
FR4154206480,Saint-Martin,FR,113111,Saint-Martin,admin_centre,6.753999,48.568307,FR411,51856
FR4154333352,Maron,FR,113112,Maron,admin_centre,6.048100,48.635500,FR411,51856
FR4154426594,Xammes,FR,113113,Xammes,admin_centre,5.855800,48.974455,FR411,51856
FR4154333043,Bainville-sur-Madon,FR,113114,Bainville-sur-Madon,admin_centre,6.095154,48.587703,FR411,51856
FR4154102084,Mont-Bonvillers,FR,113115,Mont-Bonvillers,admin_centre,5.834292,49.325733,FR411,51856
FR4154218520,Thiébauménil,FR,113116,Thiébauménil,admin_centre,6.623953,48.579623,FR411,51856
FR4154107280,Jœuf,FR,113117,Jœuf,admin_centre,6.009207,49.230203,FR411,51856
FR4154218350,Marainviller,FR,113118,Marainviller,admin_centre,6.599575,48.590102,FR411,51856
FR4154115212,Fresnois-la-Montagne,FR,113119,Fresnois-la-Montagne,admin_centre,5.646300,49.494200,FR411,51856
FR4154329586,Viterne,FR,113120,Viterne,admin_centre,6.032335,48.586651,FR411,51856
FR4154132314,Lexy,FR,113121,Lexy,admin_centre,5.730212,49.502997,FR411,51856
FR4154341375,Montauville,FR,113122,Montauville,admin_centre,6.021678,48.899516,FR411,51856
FR4154343296,Laneuvelotte,FR,113123,Laneuvelotte,admin_centre,6.294074,48.728658,FR411,51856
FR4154340104,Buissoncourt,FR,113124,Buissoncourt,admin_centre,6.343538,48.677429,FR411,51856
FR4154324390,Mousson,FR,113125,Mousson,admin_centre,6.079779,48.906128,FR411,51856
FR4154107302,Lantéfontaine,FR,113126,Lantéfontaine,admin_centre,5.909200,49.250300,FR411,51856
FR4154204443,Raon-lès-Leau,FR,113127,Raon-lès-Leau,admin_centre,7.100929,48.513146,FR411,51856
FR4154324312,Lesménils,FR,113128,Lesménils,admin_centre,6.100867,48.931048,FR411,51856
FR4154218297,Laneuveville-aux-Bois,FR,113129,Laneuveville-aux-Bois,admin_centre,6.650763,48.612856,FR411,51856
FR4154137580,Villerupt,FR,113130,Villerupt,admin_centre,5.932678,49.468468,FR411,51856
FR4154333336,Maizières,FR,113131,Maizières,admin_centre,6.062200,48.584600,FR411,51856
FR4154323188,Faulx,FR,113132,Faulx,admin_centre,6.197279,48.792484,FR411,51856
FR4154203039,Baccarat,FR,113133,Baccarat,admin_centre,6.739810,48.447400,FR411,51856
FR4154116323,Longwy,FR,113134,Longwy,admin_centre,5.767962,49.514447,FR411,51856
FR4154333432,Pont-Saint-Vincent,FR,113135,Pont-Saint-Vincent,admin_centre,6.097591,48.605806,FR411,51856
FR4154217502,Serres,FR,113136,Serres,admin_centre,6.464257,48.691134,FR411,51856
FR4154102282,Joppécourt,FR,113137,Joppécourt,admin_centre,5.803409,49.389987,FR411,51856
FR3162233190,Busnes,FR,1135400,Busnes,admin_centre,2.518470,50.587892,FR302,7394
FR3162145073,Bailleul-Sir-Berthoult,FR,1135408,Bailleul-Sir-Berthoult,admin_centre,2.851460,50.337755,FR302,7394
FR3162105070,Bailleul-aux-Cornailles,FR,1135409,Bailleul-aux-Cornailles,admin_centre,2.443230,50.371330,FR302,7394
FR3162105077,Bajus,FR,1135410,Bajus,admin_centre,2.479108,50.421272,FR302,7394
FR3162109079,Bancourt,FR,1135467,Bancourt,admin_centre,2.885541,50.099721,FR302,7394
FR3162109080,Bapaume,FR,1135472,Bapaume,admin_centre,2.849751,50.103854,FR302,7394
FR3162135081,Baralle,FR,1135474,Baralle,admin_centre,3.057998,50.211186,FR302,7394
FR3162264083,Barlin,FR,1135953,Barlin,admin_centre,2.617477,50.456837,FR302,7394
FR4154343498,Seichamps,FR,113699,Seichamps,admin_centre,6.271540,48.715300,FR411,51856
FR4154325037,Azelot,FR,1140175,Azelot,admin_centre,6.233183,48.587827,FR411,51856
